malformed	clean_target	relation_count	target_exists
rapidly progressing symmetric edematous 	rapidly progressing symmetric edematous	0	False
s seafood	s seafood	0	True
x protein	x protein	0	True
1 patient	1 patient	0	True
c lowering	c lowering	0	True
recently developed pacing modality that 	recently developed pacing modality that	0	False
highly prevalent metabolic disease that 	highly prevalent metabolic disease that	0	False
conditionally essential amino acid that 	conditionally essential amino acid that	0	False
prevalent condition encompassing a wide 	prevalent condition encompassing a wide	0	False
serious complication following thoracic 	serious complication following thoracic	0	False
s non-canonical activity	s non-canonical activity	0	True
critical factor that influences disease 	critical factor that influences disease	0	False
s phase arrest	s phase arrest	0	True
m in the endoplasmic reticulum	m in the endoplasmic reticulum	0	True
b cell recognition	b cell recognition	0	True
g protein-coupled m33 signaling	g protein-coupled m33 signaling	0	True
evolutionary conserved cellular process 	evolutionary conserved cellular process	0	False
mechanisms and designing effective rehabilitation 	mechanisms and designing effective rehabilitation	0	False
dynamic and spatially compartmentalized 	dynamic and spatially compartmentalized	0	False
early-stage cellular response to stress 	early-stage cellular response to stress	0	False
strategy to fight this pro-inflammatory 	strategy to fight this pro-inflammatory	0	False
s beneficial effect	s beneficial effect	0	True
versatile genome-editing technique that 	versatile genome-editing technique that	0	False
s deadliest pandemic	s deadliest pandemic	0	True
cancer-related mortality globally and presents 	cancer-related mortality globally and presents	0	False
comprehensive and interdisciplinary management to 	comprehensive and interdisciplinary management to	0	False
autosomal recessive inherited lysosomal 	autosomal recessive inherited lysosomal	0	False
d major scale	d major scale	0	True
o yehudah, o ephraim	o yehudah, o ephraim	0	True
2 ravne	2 ravne	0	True
eu sunt barbu' lăutaru'	eu sunt barbu' lăutaru	0	False
i en sal på hospitalet	i en sal på hospitalet	0	True
i know who is sick	i know who is sick	0	True
i smell a rat	i smell a rat	0	True
i te voglio bene assaje	i te voglio bene assaje	0	True
o boro braindí braindí	o boro braindí braindí	0	True
o columba	o columba	0	True
o infante (de “mensagem”)	o infante (de “mensagem”)	0	True
o little one sweet	o little one sweet	0	True
o little town of bethleham	o little town of bethleham	0	True
ô ma mère	ô ma mère	0	True
ô mon berger fidèle	ô mon berger fidèle	0	True
η ζωή εν τάφω	η ζωή εν τάφω	0	True
ο χορός του βατράχου	ο χορός του βατράχου	0	True
в нашу гавань заходили корабли	в нашу гавань заходили корабли	0	True
у церкви стояла карета	у церкви стояла карета	0	True
я вас любил	я вас любил	0	True
я вас любил…	я вас любил…	0	True
я готов целовать песок…	я готов целовать песок…	0	True
я милого узнаю по походке	я милого узнаю по походке	0	True
я сын рабочего подпольного партийца	я сын рабочего подпольного партийца	0	True
o grou	o grou	0	True
3 hellseher	3 hellseher	0	True
3 moteter	3 moteter	0	True
à l’exposition de l’électricité	à l’exposition de l’électricité	0	True
ö christmas tree (ö tannenbaum)	ö christmas tree (ö tannenbaum)	0	True
o güzel gözlerine hayran olayım	o güzel gözlerine hayran olayım	0	True
o miei giorni fugaci	o miei giorni fugaci	0	True
o vento agitou o trigo	o vento agitou o trigo	0	True
y môr o wydr	y môr o wydr	0	True
ο διοικητής με ρώτησε	ο διοικητής με ρώτησε	0	True
в пятницу 13-го	в пятницу 13-го	0	True
7 gode vaner	7 gode vaner	0	True
i ride alone	i ride alone	0	True
o christmas tree	o christmas tree	0	True
principessa d'un di'	principessa d'un di	0	False
к цитре	к цитре	0	True
å kom, å kom, immanuel	å kom, å kom, immanuel	0	True
å dørja itte makrell	å dørja itte makrell	0	True
à la future exposition	à la future exposition	0	True
i hear you screamin’	i hear you screamin’	0	True
i just couldn't be contented	i just couldn't be contented	0	True
i love my man	i love my man	0	True
i rode out one morning	i rode out one morning	0	True
i shall know him	i shall know him	0	True
i walk beside your love	i walk beside your love	0	True
o fader du hører	o fader du hører	0	True
η μικρή γοργόνα	η μικρή γοργόνα	0	True
я не вернуться не мог	я не вернуться не мог	0	True
o sacred head, sore wounded	o sacred head, sore wounded	0	True
6 französische suiten	6 französische suiten	0	True
3 corali, p. 167	3 corali, p. 167	0	True
3 part investigation	3 part investigation	0	True
5 choraletrios from hahn collection	5 choraletrios from hahn collection	0	True
6 partitas, bwv 825-830	6 partitas, bwv 825-830	0	True
i kneel before thy throne	i kneel before thy throne	0	True
o angenehme melodei, bwv 210.1	o angenehme melodei, bwv 210.1	0	True
o lamm gottes, unschuldig	o lamm gottes, unschuldig	0	True
o sacred head, now wounded	o sacred head, now wounded	0	True
3 quartets, op. 79	3 quartets, op. 79	0	True
2 piano pieces, k. 629	2 piano pieces, k. 629	0	True
5 divertimentos	5 divertimentos	0	True
7 menuette, k. 61b	7 menuette, k. 61b	0	True
2 minuets, k. 61g	2 minuets, k. 61g	0	True
4 riddle canons, 73r	4 riddle canons, 73r	0	True
o venerabilis barba capucinorum	o venerabilis barba capucinorum	0	True
o worship the king	o worship the king	0	True
i am an unusual thing	i am an unusual thing	0	True
2 preludes, op. 39	2 preludes, op. 39	0	True
3 string trios, op. 9	3 string trios, op. 9	0	True
6 string quartets, op. 18	6 string quartets, op. 18	0	True
7 bagatelles, op. 33	7 bagatelles, op. 33	0	True
3 string quartets, op. 59	3 string quartets, op. 59	0	True
6 gesänge, op. 75	6 gesänge, op. 75	0	True
2 pieces, woo 33b	2 pieces, woo 33b	0	True
4 bagatelles, woo 213	4 bagatelles, woo 213	0	True
5 lieder, op. 82	5 lieder, op. 82	0	True
6 bagatelles, op. 126	6 bagatelles, op. 126	0	True
6 lieder, op. 48	6 lieder, op. 48	0	True
8 lieder, op. 52	8 lieder, op. 52	0	True
o vorsehung	o vorsehung	0	True
5 deutsche tänze, d. 90	5 deutsche tänze, d. 90	0	True
2 minuets, d. 91	2 minuets, d. 91	0	True
4 komische ländler, d. 354	4 komische ländler, d. 354	0	True
2 scherzos, d. 593	2 scherzos, d. 593	0	True
3 écossaises, d. 816	3 écossaises, d. 816	0	True
2 deutsche tänze, d. 841	2 deutsche tänze, d. 841	0	True
6 polonaises, d. 824	6 polonaises, d. 824	0	True
3 gesänge, d. 902	3 gesänge, d. 902	0	True
2 dance sketches, d. 980e	2 dance sketches, d. 980e	0	True
2 minuets, d.deest	2 minuets, d.deest	0	True
2 waltzer, d. 980	2 waltzer, d. 980	0	True
3 deutsche tänze, d. 971	3 deutsche tänze, d. 971	0	True
3 klavierstücke, d. 946	3 klavierstücke, d. 946	0	True
3 minuets, d. 380	3 minuets, d. 380	0	True
4 gesänge, d. 983	4 gesänge, d. 983	0	True
4 ländler, d. 814	4 ländler, d. 814	0	True
4 refrainlieder, d. 866	4 refrainlieder, d. 866	0	True
5 minuets, d.89	5 minuets, d.89	0	True
6 deutsche tänze, d. 820	6 deutsche tänze, d. 820	0	True
6 ecossaisen, d. 421	6 ecossaisen, d. 421	0	True
8 écossaises, d. 977	8 écossaises, d. 977	0	True
2 pieces, op. 1	2 pieces, op. 1	0	True
6 romances, op. 6	6 romances, op. 6	0	True
6 songs, op. 16	6 songs, op. 16	0	True
6 pieces, op. 19	6 pieces, op. 19	0	True
6 romances, op. 25	6 romances, op. 25	0	True
6 romances, op. 28	6 romances, op. 28	0	True
6 songs, op. 27	6 songs, op. 27	0	True
6 romances, op. 38	6 romances, op. 38	0	True
6 duets, op. 46	6 duets, op. 46	0	True
7 romances, op. 47	7 romances, op. 47	0	True
6 pieces, op. 51	6 pieces, op. 51	0	True
6 romances, op. 57	6 romances, op. 57	0	True
6 romances, op. 63	6 romances, op. 63	0	True
6 romances, op. 73	6 romances, op. 73	0	True
6 cello sonatas, op. 14	6 cello sonatas, op. 14	0	True
6 flute concertos, op. 10	6 flute concertos, op. 10	0	True
6 concerti, op. 6	6 concerti, op. 6	0	True
6 concerti, op. 11	6 concerti, op. 11	0	True
6 concerti, op. 12	6 concerti, op. 12	0	True
6 violin sonatas, op. 5	6 violin sonatas, op. 5	0	True
2 mazurkas, b. 16	2 mazurkas, b. 16	0	True
6 chants polonais, s. 480	6 chants polonais, s. 480	0	True
4 gesänge, op. 59	4 gesänge, op. 59	0	True
3 romanzen, op. 94	3 romanzen, op. 94	0	True
4 husarenlieder, op. 117	4 husarenlieder, op. 117	0	True
3 fantasiestücke, op. 111	3 fantasiestücke, op. 111	0	True
2 balladen, op. 122	2 balladen, op. 122	0	True
3 gedichte, op. 119	3 gedichte, op. 119	0	True
3 zweistimmige lieder, op. 43	3 zweistimmige lieder, op. 43	0	True
4 doppelchörige gesänge, op. 141	4 doppelchörige gesänge, op. 141	0	True
4 duets, op. 34	4 duets, op. 34	0	True
4 duets, op. 78	4 duets, op. 78	0	True
4 gesänge, op. 142	4 gesänge, op. 142	0	True
6 gesänge, op. 107	6 gesänge, op. 107	0	True
7 lieder, op. 104	7 lieder, op. 104	0	True
6 gesänge, op. 7	6 gesänge, op. 7	0	True
6 gesänge, op. 3	6 gesänge, op. 3	0	True
6 gesänge, op. 6	6 gesänge, op. 6	0	True
o heart subdued with grieving	o heart subdued with grieving	0	True
4 gesänge, op. 17	4 gesänge, op. 17	0	True
8 klavierstücke, op. 76	8 klavierstücke, op. 76	0	True
2 string quartets, op. 51	2 string quartets, op. 51	0	True
5 gesänge, op. 72	5 gesänge, op. 72	0	True
5 lieder, op. 105	5 lieder, op. 105	0	True
3 motetten, op. 110	3 motetten, op. 110	0	True
3 intermezzi, op. 117	3 intermezzi, op. 117	0	True
7 fantasias, op. 116	7 fantasias, op. 116	0	True
6 klavierstücke, op. 118	6 klavierstücke, op. 118	0	True
2 gesänge, op. 91	2 gesänge, op. 91	0	True
2 motetten, op. 29	2 motetten, op. 29	0	True
2 motetten, op. 74	2 motetten, op. 74	0	True
3 duette, op. 20	3 duette, op. 20	0	True
3 geistliche chöre, op. 37	3 geistliche chöre, op. 37	0	True
3 gesänge, op. 42	3 gesänge, op. 42	0	True
3 quartette, op. 31	3 quartette, op. 31	0	True
3 quartette, op. 64	3 quartette, op. 64	0	True
4 duette, op. 28	4 duette, op. 28	0	True
4 duette, op. 61	4 duette, op. 61	0	True
4 ernste gesänge, op. 121	4 ernste gesänge, op. 121	0	True
4 gesänge, op. 43	4 gesänge, op. 43	0	True
4 gesänge, op. 70	4 gesänge, op. 70	0	True
4 lieder, op. 46	4 lieder, op. 46	0	True
4 lieder, op. 96	4 lieder, op. 96	0	True
4 quartette, op. 92	4 quartette, op. 92	0	True
5 duette, op. 66	5 duette, op. 66	0	True
5 gedichte, op. 19	5 gedichte, op. 19	0	True
5 gesänge, op. 104	5 gesänge, op. 104	0	True
5 lieder, op. 41	5 lieder, op. 41	0	True
5 lieder, op. 47	5 lieder, op. 47	0	True
5 lieder, op. 49	5 lieder, op. 49	0	True
5 lieder, op. 71	5 lieder, op. 71	0	True
5 lieder, op. 94	5 lieder, op. 94	0	True
5 lieder, op. 106	5 lieder, op. 106	0	True
5 lieder, op. 107	5 lieder, op. 107	0	True
6 lieder, op. 85	6 lieder, op. 85	0	True
6 lieder, op. 86	6 lieder, op. 86	0	True
6 lieder, op. 97	6 lieder, op. 97	0	True
6 quartette, op. 112	6 quartette, op. 112	0	True
7 lieder, op. 48	7 lieder, op. 48	0	True
7 lieder, op. 62	7 lieder, op. 62	0	True
7 lieder, op. 95	7 lieder, op. 95	0	True
8 deutsche volkslieder, woo 36	8 deutsche volkslieder, woo 36	0	True
9 gesänge, op. 69	9 gesänge, op. 69	0	True
5 studies, anh. 1a	5 studies, anh. 1a	0	True
i due foscari	i due foscari	0	True
i masnadieri	i masnadieri	0	True
i vespri siciliani	i vespri siciliani	0	True
5 portraits	5 portraits	0	True
e dover morire	e dover morire	0	True
è tutta robba mia	è tutta robba mia	0	True
i dispari	i dispari	0	True
i figli morti	i figli morti	0	True
i knew i loved you	i knew i loved you	0	True
i like my life (i)	i like my life (i)	0	True
i like my life (ii)	i like my life (ii)	0	True
i like my life (iv)	i like my life (iv)	0	True
i like my wife (iii)	i like my wife (iii)	0	True
i nuovi crociati	i nuovi crociati	0	True
i promessi sposi	i promessi sposi	0	True
i quattro passeggeri	i quattro passeggeri	0	True
i tre desperados	i tre desperados	0	True
6 organ sonatas, op. 65	6 organ sonatas, op. 65	0	True
3 motetten, op. 39	3 motetten, op. 39	0	True
2 klavierstücke, woo 19	2 klavierstücke, woo 19	0	True
i waited for the lord	i waited for the lord	0	True
6 lieder, op. 71	6 lieder, op. 71	0	True
3 psalms, op. 78	3 psalms, op. 78	0	True
2 geistliche chöre, op. 115	2 geistliche chöre, op. 115	0	True
2 geistliche lieder, op. 112	2 geistliche lieder, op. 112	0	True
